brand,model,car_name,car_category,  price  ,trim,  kilometers  ,year, vehicle_age_years ,regional_specs,doors,body_type,fuel_type,seating_capacity,transmission_type,engine_capacity_cc,horsepower,no_of_cylinders,exterior_color,interior_color,warranty,address,country,city,area_name,location_name,seller_type,lat,long
Renault,Koleos,Renault Koleos,Compact_Midsize_SUV,"60,000",LE,"73,169",2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2500 - 2999,100 - 199,4,Grey,Brown,Yes,"Al Barsha South, Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,Al Barsha South,Dealer,25.2692794,55.3870978
Land Rover,Range Rover Sport,Land Rover Range Rover Sport,Full_sized_SUV,"109,000",HSE,"119,000",2015,9,Korean Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,White,Unknown,Does not apply,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1524105,55.2340999
Land Rover,Range Rover Evoque,Land Rover Range Rover Evoque,Compact_Midsize_SUV,"60,000",Other,"192,456",2016,8,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,,4,White,Black,No,"Dubai Silicon Oasis (DSO), Dubai, UAE",UAE,Dubai,Dubai Silicon Oasis (DSO),,Dealer,25.343567,55.473511
Land Rover,Range Rover Evoque,Land Rover Range Rover Evoque,Compact_Midsize_SUV,"60,000",Other,"192,456",2016,8,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,,4,White,Black,No,"Dubai Silicon Oasis (DSO), Dubai, UAE",UAE,Dubai,Dubai Silicon Oasis (DSO),,Dealer,25.343567,55.473511
Nissan,Altima,Nissan Altima,Mid_sized_car,"109,000",SV,  -    ,2023,1,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499,100 - 199,4,Black,Unknown,Yes,"Al Awir, Dubai, UAE",UAE,Dubai,Al Awir,,Dealer,25.0786415,55.1352524
Dodge,Charger,Dodge Charger,Premium_perf_midsize_car,"109,000",Scat Pack,"55,000",2020,4,American Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+,400 - 499,8,Blue,Black,Does not apply,"Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,,Dealer,25.1939625,55.3392449
Bentley,Bentayga,Bentley Bentayga,Premium_fullsize_SUV,"400,000",Standard,"58,482",2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,600 - 699,12,Black,Black,No,"Al Jaddaf, Dubai, UAE",UAE,Dubai,Al Jaddaf,,Dealer,25.1754665,55.2384739
Land Rover,Defender,Land Rover Defender,Premium_fullsize_SUV,"400,000",Other,  -    ,2023,1,Other,4,SUV,Petrol,8,Automatic Transmission,,,6,Black,Black,Does not apply,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1790137,55.379422
Jeep,Wrangler,Jeep Wrangler,Compact_Midsize_SUV,"60,000",Sahara,"149,380",2014,10,GCC Specs,3,SUV,Petrol,5,Automatic Transmission,3500 - 3999,200 - 299,6,Red,Black,No,"Town Square, Dubai, UAE",UAE,Dubai,Town Square,,Dealer,25.1790137,55.379422
Volkswagen,Tiguan,Volkswagen Tiguan,Compact_Midsize_SUV,"60,000",SE,"25,000",2020,4,American Specs,5,SUV,Petrol,5,Automatic Transmission,1500 - 1999,200 - 299,5,White,Beige,No,"Al Taawun, Sharjah, UAE",UAE,Sharjah,Al Taawun,,Dealer,24.9775987,55.0910742
Land Rover,Defender,Land Rover Defender,Premium_fullsize_SUV,"399,000",110 HSE,  -    ,2023,1,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Grey,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1790137,55.379422
Kia,Sportage,Kia Sportage,Compact_Midsize_SUV,"60,000",EX TOP,"157,000",2015,9,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499,100 - 199,4,White,Unknown,No,"Al Rashidiya, Dubai, UAE",UAE,Dubai,Al Rashidiya,,Owner,25.1790137,55.379422
BMW,4-Series,Bmw 4-Series,Premium_perf_compact,"109,000",420i,"88,472",2018,6,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,2000 - 2499,100 - 199,4,Black,Tan,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
BMW,4-Series,Bmw 4-Series,Premium_perf_compact,"109,000",420i,"88,472",2018,6,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,2000 - 2499,100 - 199,4,Black,Tan,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
Abarth,695,Abarth 695,Sub_compact,"109,000",Other,"4,000",2023,1,GCC Specs,2,Hatchback,Petrol,4,Automatic Transmission,,200 - 299,4,Black,Black,Yes,"Jumeirah 1, Jumeirah, Dubai, UAE",UAE,Dubai,Jumeirah,Jumeirah 1,Owner,25.219343,55.2578183
Mercedes-Benz,S-Class,Mercedes-Benz S-Class,Premium_fullsized_car,"250,000",S 560 4MATIC,"45,500",2019,5,Japanese Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+,400 - 499,8,Black,Black,No,"Jumeirah Village Circle (JVC), Dubai, UAE",UAE,Dubai,Jumeirah Village Circle (JVC),,Owner,25.3061521,55.3441577
Mercedes-Benz,GLE-Class,Mercedes-Benz Gle-Class,Premium_fullsize_SUV,"399,000",GLE 450,  -    ,2024, -   ,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Black,Brown,Yes,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,Dealer,25.1524105,55.2340999
Toyota,Sequoia,Toyota Sequoia,Premium_fullsize_SUV,"399,000",Platinum Premium,  -    ,2024, -   ,Other,4,SUV,Hybrid,6,Automatic Transmission,,400 - 499,6,Black,Black,Yes,"Dubai Design District, Dubai, UAE",UAE,Dubai,Dubai Design District,,Dealer,25.189933,55.3020173
BMW,iX,Bmw Ix,Premium_fullsize_SUV,"399,000",Other,"3,100",2023,1,American Specs,4,Sedan,Electric,4,Automatic Transmission,Unknown,600 - 699,,White,Brown,No,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Owner,25.1524105,55.2340999
Abarth,695,Abarth 695,Sub_compact,"109,000",Other,"3,000",2023,1,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,1000 - 1499,100 - 199,4,Black,Black,Yes,"Al Mamzar Front, Al Mamzar, Dubai, UAE",UAE,Dubai,Al Mamzar,Al Mamzar Front,Dealer,25.219343,55.2578183
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"399,000",G 500,"26,000",2017,7,GCC Specs,5,Wagon,Petrol,5,Automatic Transmission,4000+,400 - 499,8,Yellow,White,No,"Al Quoz 2, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 2,Dealer,25.167737,55.231018
Abarth,695,Abarth 695,Sub_compact,"109,000",Other,"3,000",2023,1,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,1000 - 1499,100 - 199,4,Black,Black,Yes,"Al Mamzar Front, Al Mamzar, Dubai, UAE",UAE,Dubai,Al Mamzar,Al Mamzar Front,Dealer,25.219343,55.2578183
Audi,RS Q8,Audi Rs Q8,Premium_fullsize_SUV,"399,000",Other,"22,000",2022,2,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,500 - 599,8,White,Unknown,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
MINI,Cooper,Mini Cooper,Mini_compact,"109,000",S,"23,150",2023,1,European Specs,3,Coupe,Petrol,5,Automatic Transmission,2000 - 2499,Unknown,3,Grey,Black,No,"Al Barsha 1, Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,Al Barsha 1,Owner,25.2692794,55.3870978
Audi,RS Q8,Audi Rs Q8,Premium_fullsize_SUV,"399,000",Other,"22,000",2022,2,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,500 - 599,8,White,Unknown,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
Land Rover,Defender,Land Rover Defender,Premium_fullsize_SUV,"399,000",110 SE,176,2023,1,European Specs,4,SUV,Petrol,,Automatic Transmission,,300 - 399,6,Green,Other Color,Does not apply,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1790137,55.379422
MINI,Cooper,Mini Cooper,Mini_compact,"109,000",S,"23,150",2023,1,European Specs,3,Coupe,Petrol,5,Automatic Transmission,2000 - 2499,Unknown,3,Grey,Black,No,"Al Barsha 1, Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,Al Barsha 1,Owner,25.2692794,55.3870978
Land Rover,Range Rover Evoque,Land Rover Range Rover Evoque,Compact_Midsize_SUV,"59,999",Other,"140,000",2018,6,American Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Silver,Beige,Does not apply,"Al Muteena, Deira, Dubai, UAE",UAE,Dubai,Deira,Al Muteena,Owner,25.343567,55.473511
Fiat,Other,Fiat Other,,"109,000",Other,"3,000",2023,1,GCC Specs,2,Coupe,Petrol,5,Automatic Transmission,1000 - 1499,200 - 299,4,Black,Black,Yes,"Al Mamzar Front, Al Mamzar, Dubai, UAE",UAE,Dubai,Al Mamzar,Al Mamzar Front,Dealer,25.3061521,55.3441577
Fiat,Other,Fiat Other,,"109,000",Other,"3,000",2023,1,GCC Specs,2,Coupe,Petrol,5,Automatic Transmission,1000 - 1499,200 - 299,4,Black,Black,Yes,"Al Mamzar Front, Al Mamzar, Dubai, UAE",UAE,Dubai,Al Mamzar,Al Mamzar Front,Dealer,25.3061521,55.3441577
Land Rover,Defender,Land Rover Defender,Premium_fullsize_SUV,"399,000",110 SE,176,2023,1,European Specs,4,SUV,Petrol,,Automatic Transmission,,300 - 399,6,Green,Other Color,Does not apply,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1790137,55.379422
Suzuki,Jimny,Suzuki Jimny,Subcompact_SUV,"109,000",GLX AT,"16,000",2021,3,GCC Specs,3,Wagon,Petrol,,Automatic Transmission,,100 - 199,4,White,Unknown,No,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1790137,55.379422
JAC,JS4,Jac Js4,Compact_Midsize_SUV,"59,999",Other,"18,000",2023,1,GCC Specs,4,SUV,Petrol,,Automatic Transmission,,100 - 199,4,Black,Beige,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
Toyota,4Runner,Toyota 4Runner,Full_sized_SUV,"109,000",Other,"25,000",2022,2,American Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,400 - 499,6,Blue,Black,Does not apply,"Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,,Dealer,25.1939625,55.3392449
Bufori,MK III,Bufori Mk Iii,Premium_fullsized_car,"249,990",La Joya,"34,000",2015,9,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,2500 - 2999,100 - 199,6,Silver,Tan,No,"Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE",UAE,Dubai,Dubai Investment Park (DIP),Dubai Investment Park 1,Dealer,24.983077,55.153063
Porsche,Boxster,Porsche Boxster,Sports_car,"109,000",Standard,"101,631",2014,10,GCC Specs,2,Soft Top Convertible,Petrol,2,Automatic Transmission,2500 - 2999,200 - 299,6,White,Beige,No,"Dubai Sports City, Dubai, UAE",UAE,Dubai,Dubai Sports City,,Dealer,25.1524105,55.2340999
Porsche,Boxster,Porsche Boxster,Sports_car,"109,000",Standard,"101,631",2014,10,GCC Specs,2,Soft Top Convertible,Petrol,2,Automatic Transmission,2500 - 2999,200 - 299,6,White,Beige,No,"Dubai Sports City, Dubai, UAE",UAE,Dubai,Dubai Sports City,,Dealer,25.1524105,55.2340999
Land Rover,Range Rover Sport,Land Rover Range Rover Sport,Full_sized_SUV,"109,000",HSE,"140,403",2016,8,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Grey,Black,No,"Al Manara, Dubai, UAE",UAE,Dubai,Al Manara,,Dealer,25.1524105,55.2340999
Mercedes-Benz,GLE-Class,Mercedes-Benz Gle-Class,Premium_fullsize_SUV,"399,000",GLE 450,  -    ,2024, -   ,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Black,Brown,Yes,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,Dealer,25.1524105,55.2340999
Audi,Q3,Audi Q3,Subcompact_SUV,"109,000",S-line,"18,000",2022,2,American Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,White,Brown,No,"Queue Point, Liwan, Dubai, UAE",UAE,Dubai,Liwan,Queue Point,Owner,25.1939625,55.3392449
Volkswagen,Tiguan,Volkswagen Tiguan,Compact_Midsize_SUV,"59,990",Life,"75,000",2016,8,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,1000 - 1499,100 - 199,4,White,Black,No,"Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE",UAE,Dubai,Dubai Investment Park (DIP),Dubai Investment Park 1,Dealer,24.9775987,55.0910742
BMW,5-Series,Bmw 5-Series,Premium_midsized_car,"109,000",520i Executive,"77,669",2019,5,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499,100 - 199,4,Black,Beige,Yes,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,Dealer,25.1524105,55.2340999
Lexus,IS300,Lexus Is300,Premium_compact,"109,000",Other,"27,000",2022,2,American Specs,4,Sedan,Petrol,5,Automatic Transmission,2500 - 2999,300 - 399,6,White,Unknown,No,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,Dealer,,
Lexus,ES-Series,Lexus Es-Series,Premium_midsized_car,"109,000",Other,700,2023,1,American Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999,100 - 199,4,Burgundy,Black,Yes,"Al Jurf 1, Al Jurf, Ajman, UAE",UAE,Ajman,Al Jurf,Al Jurf 1,Dealer,25.1790137,55.379422
Lexus,IS300,Lexus Is300,Premium_compact,"109,000",Other,"27,000",2022,2,American Specs,4,Sedan,Petrol,5,Automatic Transmission,2500 - 2999,300 - 399,6,White,Unknown,No,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,Dealer,,
Lexus,ES-Series,Lexus Es-Series,Premium_midsized_car,"109,000",Other,700,2023,1,American Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999,100 - 199,4,Burgundy,Black,Yes,"Al Jurf 1, Al Jurf, Ajman, UAE",UAE,Ajman,Al Jurf,Al Jurf 1,Dealer,25.1790137,55.379422
Volkswagen,Tiguan,Volkswagen Tiguan,Compact_Midsize_SUV,"59,900",S,"92,200",2018,6,GCC Specs,5,SUV,Petrol,,Automatic Transmission,,100 - 199,4,White,Black,Yes,"Jebel Ali, Dubai, UAE",UAE,Dubai,Jebel Ali,,Dealer,24.9775987,55.0910742
Mercedes-Benz,C-Class,Mercedes-Benz C-Class,Premium_compact,"109,000",C200,"100,000",2019,5,European Specs,4,Sedan,Petrol,,Automatic Transmission,,100 - 199,4,White,Beige,No,"Arabian Ranches, Dubai, UAE",UAE,Dubai,Arabian Ranches,,Owner,25.2692794,55.3870978
Land Rover,Range Rover,Land Rover Range Rover,Premium_fullsize_SUV,"399,000",HSE,"57,000",2021,3,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499,500 - 599,8,Black,Unknown,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.266173,55.3377718
Ford,Explorer,Ford Explorer,Compact_Midsize_SUV,"59,900",Limited,"153,125",2016,8,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3500 - 3999,200 - 299,6,Green,Beige,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,Dealer,25.1524105,55.2340999
Ford,Escape,Ford Escape,Compact_Midsize_SUV,"59,500",SEL,"99,078",2021,3,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,1000 - 1499,100 - 199,4,Beige,Black,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
Kia,Sportage,Kia Sportage,Compact_Midsize_SUV,"59,500",GT-Line S,"66,500",2020,4,American Specs,4,SUV,Petrol,5,Automatic Transmission,,100 - 199,4,Black,Beige,No,"International City Phase 2 (Warsan 4), International City, Dubai, UAE",UAE,Dubai,International City,International City Phase 2 (Warsan 4),Owner,25.1790137,55.379422
Abarth,595,Abarth 595,Mini_compact,"109,000",Competizione,"34,200",2022,2,GCC Specs,3,Soft Top Convertible,Petrol,4,Automatic Transmission,1000 - 1499,100 - 199,4,Green,Black,Yes,"Green Community, Dubai, UAE",UAE,Dubai,Green Community,,Dealer,25.0053336,55.160834
Lexus,UX-Series,Lexus Ux-Series,Subcompact_SUV,"109,000",UX 250,"10,700",2023,1,Japanese Specs,5,SUV,Hybrid,5,Automatic Transmission,2000 - 2499,100 - 199,4,Gold,Black,No,"Green Community, Dubai, UAE",UAE,Dubai,Green Community,,Dealer,25.0053336,55.160834
Mercedes-Benz,A-Class,Mercedes-Benz A-Class,Premium_subcompact,"109,000",A 250,"80,000",2019,5,GCC Specs,4,Hatchback,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Black,Black,Does not apply,"Ghoroob Mirdif, Mirdif, Dubai, UAE",UAE,Dubai,Mirdif,Ghoroob Mirdif,Owner,25.189933,55.3020173
Ford,Mustang,Ford Mustang,Sports_car,"109,000",GT Premium,"2,700",2022,2,American Specs,2,Coupe,Petrol,5,Automatic Transmission,4000+,400 - 499,8,Grey,Black,No,"Al Barsha 2, Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,Al Barsha 2,Owner,25.217623,55.2782831
Toyota,FJ Cruiser,Toyota Fj Cruiser,Compact_Midsize_SUV,"59,500",GXR,"249,600",2012,12,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,200 - 299,6,Beige,Black,No,"Muhaisnah 4, Muhaisnah, Dubai, UAE",UAE,Dubai,Muhaisnah,Muhaisnah 4,Owner,24.32681,54.5361466
Bentley,Bentayga,Bentley Bentayga,Premium_fullsize_SUV,"399,000",W12 AWD,"69,000",2017,7,European Specs,4,SUV,Petrol,4,Automatic Transmission,Unknown,500 - 599,12,Gold,Tan,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.1754665,55.2384739
Kia,Stinger,Kia Stinger,Mid_sized_car,"109,500",EX (2.0 L),"95,000",2020,4,GCC Specs,4,Sports Car,Petrol,5,Automatic Transmission,2500 - 2999,200 - 299,4,Grey,Unknown,Yes,"Corniche Area, Abu Dhabi, UAE",UAE,Abu Dhabi,Corniche Area,,Owner,25.343567,55.473511
Kia,Sportage,Kia Sportage,Compact_Midsize_SUV,"59,000",EX,584,2019,5,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,2000 - 2499,100 - 199,4,Black,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1790137,55.379422
Toyota,Fortuner,Toyota Fortuner,Full_sized_SUV,"109,500",EXR,  -    ,2023,1,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,0 - 499,100 - 199,4,Grey,Tan,Does not apply,"Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,,Dealer,24.9775987,55.0910742
Mercedes-Benz,C-Class,Mercedes-Benz C-Class,Premium_compact,"109,750",C200,"112,000",2019,5,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,,200 - 299,4,White,Brown,Yes,"Al Quoz Industrial Area 4, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.2692794,55.3870978
Toyota,Fortuner,Toyota Fortuner,Full_sized_SUV,"109,900",GXR,"84,892",2019,5,GCC Specs,5,SUV,Petrol,,Automatic Transmission,,200 - 299,6,Grey,Tan,Yes,"Jebel Ali, Dubai, UAE",UAE,Dubai,Jebel Ali,,Dealer,24.9775987,55.0910742
Dodge,Charger,Dodge Charger,Premium_perf_midsize_car,"109,900",GT,"70,272",2020,4,GCC Specs,4,Sedan,Petrol,4,Automatic Transmission,3500 - 3999,300 - 399,6,Black,Unknown,No,"Al Khabaisi, Deira, Dubai, UAE",UAE,Dubai,Deira,Al Khabaisi,Certified Pre-Owned,25.1939625,55.3392449
Peugeot,508,Peugeot 508,Mid_sized_car,"109,900",GT Line,"10,946",2023,1,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999,100 - 199,4,Red,Black,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1790137,55.379422
Mercedes-Benz,C-Class Coupe,Mercedes-Benz C-Class Coupe,Premium_compact,"109,900",C 200 Coupe,"86,220",2017,7,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,2000 - 2499,200 - 299,4,Black,Unknown,No,"The Springs, Dubai, UAE",UAE,Dubai,The Springs,,Dealer,25.1790137,55.379422
BMW,4-Series,Bmw 4-Series,Premium_perf_compact,"109,900",440i,"89,845",2017,7,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,White,Brown,No,"Dubailand, Dubai, UAE",UAE,Dubai,Dubailand,,Dealer,25.1524105,55.2340999
BMW,4-Series,Bmw 4-Series,Premium_perf_compact,"109,900",440i,"89,845",2017,7,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,White,Brown,No,"Dubailand, Dubai, UAE",UAE,Dubai,Dubailand,,Dealer,25.1524105,55.2340999
Mercedes-Benz,CLA,Mercedes-Benz Cla,Premium_compact,"109,990",CLA250,"92,000",2018,6,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Grey,Black,No,"Meydan Racecourse Villas, Meydan City, Dubai, UAE",UAE,Dubai,Meydan City,Meydan Racecourse Villas,Dealer,25.2144954,55.4281852
BMW,1-Series,Bmw 1-Series,Premium_subcompact,"109,990",125i Sport-line,"27,000",2018,6,GCC Specs,4,Hatchback,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Blue,Brown,No,"Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE",UAE,Dubai,Dubai Investment Park (DIP),Dubai Investment Park 1,Dealer,25.1177213,55.2357807
Mitsubishi,Pajero,Mitsubishi Pajero,Full_sized_SUV,"109,990",Signature Edition,"25,000",2020,4,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3500 - 3999,200 - 299,6,White,Black,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,24.985235,55.048181
Audi,Q5,Audi Q5,Compact_Midsize_SUV,"59,000",SQ5 Quattro,"78,000",2014,10,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Gold,Brown,Does not apply,"Al Mamzar Front, Al Mamzar, Dubai, UAE",UAE,Dubai,Al Mamzar,Al Mamzar Front,Dealer,25.266173,55.3377718
Jaguar,E-Pace,Jaguar E-Pace,Subcompact_SUV,"109,999",Standard,"76,000",2019,5,GCC Specs,4,SUV,Petrol,,Automatic Transmission,,100 - 199,4,Blue,Black,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
BMW,5-Series,Bmw 5-Series,Premium_midsized_car,"109,999",530i M-Kit,"93,000",2017,7,GCC Specs,4,Sedan,Petrol,,Automatic Transmission,,200 - 299,4,Grey,Black,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
Audi,Q5,Audi Q5,Compact_Midsize_SUV,"59,000",SQ5 Quattro,"78,000",2014,10,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Gold,Brown,Does not apply,"Al Mamzar Front, Al Mamzar, Dubai, UAE",UAE,Dubai,Al Mamzar,Al Mamzar Front,Dealer,25.266173,55.3377718
BMW,4-Series,Bmw 4-Series,Premium_perf_compact,"109,999",440i,"108,000",2017,7,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Grey,Unknown,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
Ford,Mustang,Ford Mustang,Sports_car,"110,000",GT Premium,"62,000",2016,8,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,4000+,400 - 499,8,Black,Black,Yes,"Al Quoz Industrial Area 2, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Owner,25.217623,55.2782831
Infiniti,QX70,Infiniti Qx70,Compact_Midsize_SUV,"59,000",Sport Luxury,"141,000",2015,9,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,,200 - 299,6,Black,Black,No,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,Dealer,25.2692794,55.3870978
Mercedes-Benz,C-Class,Mercedes-Benz C-Class,Premium_compact,"110,000",C300 Sport,"20,000",2019,5,American Specs,2,Hard Top Convertible,Petrol,4,Automatic Transmission,1500 - 1999,200 - 299,4,Blue,White,No,"Dubai, UAE",UAE,Dubai,,,Owner,25.2692794,55.3870978
